SP,lat,lon,seafloor_depth_m,max_amplitude,mean_envelope,mean_inst_freq_hz,mean_cosine_phase,fault_likelihood,horizon_1_depth_m,horizon_2_depth_m,horizon_3_depth_m

122,39.84236033,-71.38625377,655.5,2.853265590914247,0.17757741673506064,77.92004626347381,0.01583910737194683,0.4342857142857143,715.5,755.2500000000001,786.75
122,39.84236033,-71.38625377,656.25,3.0514159181667506,0.18630860004820501,77.46435577091864,0.013227060311430438,0.38285714285714284,719.25,755.2500000000001,787.5
122,39.84236033,-71.38625377,659.25,3.47075058953755,0.19744378703933457,77.01066914221379,0.009305090910962493,0.3216374269005848,723.0,755.2500000000001,787.5
123,39.84231388,-71.38639343,660.0,3.7736274703008545,0.20865786205303005,77.23526842154848,0.011364516409161298,0.27647058823529413,723.0,755.2500000000001,787.5
123,39.84231388,-71.38639343,660.0,3.9572252679989246,0.2177740704488648,77.4610322201532,0.010750217859038652,0.27058823529411763,723.0,755.2500000000001,787.5
123,39.84231388,-71.38639343,660.75,4.131947213601459,0.22374037985103218,76.78609367614123,0.013992705332454867,0.25443786982248523,723.0,755.2500000000001,787.5
123,39.84231388,-71.38639343,661.5,4.419624462908989,0.23050756794211616,76.33686524586983,0.013615067893155015,0.2619047619047619,723.0,755.2500000000001,787.5
124,39.8422728,-71.38653863,661.5,4.7083601867680525,0.23937641511645807,77.01329693256498,0.009450767230123419,0.26785714285714285,723.0,755.2500000000001,787.5
124,39.8422728,-71.38653863,661.5,4.843705154796876,0.24734891635139092,76.78810916403414,0.012331889982677391,0.26785714285714285,723.0,755.2500000000001,787.5
124,39.8422728,-71.38653863,661.5,4.839363111680659,0.25276164220115827,75.8866134464625,0.012291939917770106,0.26785714285714285,723.0,755.2500000000001,787.5
124,39.8422728,-71.38653863,661.5,4.927757441753256,0.2577518922071094,77.46132081608361,0.013149960774948132,0.2619047619047619,723.0,755.2500000000001,787.5
