feature_id,feature_class,confidence,avg_probability,trace_idx,sample_idx,depth_m
1,vertical_fault,high,0.6818003187702933,63,3373,2529.75
1,vertical_fault,high,0.6818003187702933,72,3378,2533.5
1,vertical_fault,high,0.6818003187702933,59,3383,2537.25
1,vertical_fault,high,0.6818003187702933,79,3388,2541.0
1,vertical_fault,high,0.6818003187702933,70,3393,2544.75
1,vertical_fault,high,0.6818003187702933,73,3398,2548.5
1,vertical_fault,high,0.6818003187702933,77,3403,2552.25
1,vertical_fault,high,0.6818003187702933,70,3408,2556.0
1,vertical_fault,high,0.6818003187702933,70,3413,2559.75
1,vertical_fault,high,0.6818003187702933,71,3418,2563.5
1,vertical_fault,high,0.6818003187702933,72,3423,2567.25
1,vertical_fault,high,0.6818003187702933,75,3428,2571.0
1,vertical_fault,high,0.6818003187702933,80,3433,2574.75
1,vertical_fault,high,0.6818003187702933,63,3438,2578.5
1,vertical_fault,high,0.6818003187702933,78,3443,2582.25
1,vertical_fault,high,0.6818003187702933,77,3448,2586.0
1,vertical_fault,high,0.6818003187702933,69,3453,2589.75
1,vertical_fault,high,0.6818003187702933,63,3458,2593.5
1,vertical_fault,high,0.6818003187702933,54,3463,2597.25
1,vertical_fault,high,0.6818003187702933,41,3468,2601.0
1,vertical_fault,high,0.6818003187702933,46,3473,2604.75
1,vertical_fault,high,0.6818003187702933,42,3478,2608.5
1,vertical_fault,high,0.6818003187702933,61,3483,2612.25
1,vertical_fault,high,0.6818003187702933,71,3488,2616.0
1,vertical_fault,high,0.6818003187702933,78,3493,2619.75
1,vertical_fault,high,0.6818003187702933,77,3498,2623.5
1,vertical_fault,high,0.6818003187702933,71,3503,2627.25
1,vertical_fault,high,0.6818003187702933,61,3508,2631.0
1,vertical_fault,high,0.6818003187702933,66,3513,2634.75
1,vertical_fault,high,0.6818003187702933,61,3518,2638.5
1,vertical_fault,high,0.6818003187702933,77,3523,2642.25
1,vertical_fault,high,0.6818003187702933,53,3528,2646.0
1,vertical_fault,high,0.6818003187702933,59,3533,2649.75
1,vertical_fault,high,0.6818003187702933,68,3538,2653.5
1,vertical_fault,high,0.6818003187702933,71,3543,2657.25
1,vertical_fault,high,0.6818003187702933,68,3548,2661.0
1,vertical_fault,high,0.6818003187702933,59,3553,2664.75
1,vertical_fault,high,0.6818003187702933,70,3558,2668.5
1,vertical_fault,high,0.6818003187702933,67,3563,2672.25
1,vertical_fault,high,0.6818003187702933,75,3568,2676.0
